country_or_area,year,commodity,flow,trade_usd
China,2016,"Animals, live, except farm animals",Import,87264965
China,2016,"Animals, live, except farm animals",Export,55747455
China,2015,"Animals, live, except farm animals",Import,83102354
China,2015,"Animals, live, except farm animals",Export,37526715
China,2014,"Animals, live, except farm animals",Import,118595882
China,2014,"Animals, live, except farm animals",Export,47363265
China,2013,"Animals, live, except farm animals",Import,47181790
China,2013,"Animals, live, except farm animals",Export,31694658
China,2012,"Animals, live, except farm animals",Import,30918714
China,2012,"Animals, live, except farm animals",Export,31546988
China,2011,"Animals, live, except farm animals",Export,36130253
China,2011,"Animals, live, except farm animals",Import,32065852
France,2016,"Animals, live, except farm animals",Export,70420153
France,2016,"Animals, live, except farm animals",Import,49110906
France,2015,"Animals, live, except farm animals",Export,72460202
France,2015,"Animals, live, except farm animals",Import,46442214
France,2014,"Animals, live, except farm animals",Export,76968063
France,2014,"Animals, live, except farm animals",Import,56770365
France,2013,"Animals, live, except farm animals",Import,57291921
France,2013,"Animals, live, except farm animals",Export,73683421
France,2012,"Animals, live, except farm animals",Export,62994210
France,2012,"Animals, live, except farm animals",Import,56120896
France,2011,"Animals, live, except farm animals",Export,69845642
France,2011,"Animals, live, except farm animals",Import,63415481
Germany,2016,"Animals, live, except farm animals",Export,36878538
Germany,2016,"Animals, live, except farm animals",Import,45570551
Germany,2015,"Animals, live, except farm animals",Export,33167843
Germany,2015,"Animals, live, except farm animals",Import,47410710
Germany,2014,"Animals, live, except farm animals",Export,32637385
Germany,2014,"Animals, live, except farm animals",Import,47688776
Germany,2013,"Animals, live, except farm animals",Import,39121588
Germany,2013,"Animals, live, except farm animals",Export,31472018
Germany,2012,"Animals, live, except farm animals",Import,34800595
Germany,2012,"Animals, live, except farm animals",Export,32474154
Germany,2011,"Animals, live, except farm animals",Export,34242323
Germany,2011,"Animals, live, except farm animals",Import,39706503
India,2016,"Animals, live, except farm animals",Export,159561
India,2016,"Animals, live, except farm animals",Import,3158547
India,2015,"Animals, live, except farm animals",Export,38075
India,2015,"Animals, live, except farm animals",Import,3436635
India,2014,"Animals, live, except farm animals",Export,103962
India,2014,"Animals, live, except farm animals",Import,3935697
India,2013,"Animals, live, except farm animals",Export,324699
India,2013,"Animals, live, except farm animals",Import,4356971
India,2012,"Animals, live, except farm animals",Export,147203
India,2012,"Animals, live, except farm animals",Import,4360317
India,2011,"Animals, live, except farm animals",Export,149875
India,2011,"Animals, live, except farm animals",Import,3453287
Iran,2011,"Animals, live, except farm animals",Export,1170818
Iran,2011,"Animals, live, except farm animals",Import,636492
Japan,2016,"Animals, live, except farm animals",Export,9988223
Japan,2016,"Animals, live, except farm animals",Import,39441252
Japan,2015,"Animals, live, except farm animals",Export,9391978
Japan,2015,"Animals, live, except farm animals",Import,37445705
Japan,2014,"Animals, live, except farm animals",Export,9436843
Japan,2014,"Animals, live, except farm animals",Import,42051609
Japan,2013,"Animals, live, except farm animals",Import,40501931
Japan,2013,"Animals, live, except farm animals",Export,9682778
Japan,2012,"Animals, live, except farm animals",Export,8886029
Japan,2012,"Animals, live, except farm animals",Import,39212730
Japan,2011,"Animals, live, except farm animals",Import,44047446
Japan,2011,"Animals, live, except farm animals",Export,9110491
Netherlands,2016,"Animals, live, except farm animals",Export,138779599
Netherlands,2016,"Animals, live, except farm animals",Import,43896645
Netherlands,2015,"Animals, live, except farm animals",Export,123643597
Netherlands,2015,"Animals, live, except farm animals",Import,46899626
Netherlands,2014,"Animals, live, except farm animals",Import,71466910
Netherlands,2014,"Animals, live, except farm animals",Export,121626807
Netherlands,2013,"Animals, live, except farm animals",Import,74663108
Netherlands,2013,"Animals, live, except farm animals",Export,138996031
Netherlands,2012,"Animals, live, except farm animals",Export,150430669
Netherlands,2012,"Animals, live, except farm animals",Import,46211591
Netherlands,2011,"Animals, live, except farm animals",Import,54326647
Netherlands,2011,"Animals, live, except farm animals",Export,141656641
New Zealand,2016,"Animals, live, except farm animals",Export,2934347
New Zealand,2016,"Animals, live, except farm animals",Import,1391796
New Zealand,2015,"Animals, live, except farm animals",Export,3681561
New Zealand,2015,"Animals, live, except farm animals",Import,929560
New Zealand,2014,"Animals, live, except farm animals",Import,1241166
New Zealand,2014,"Animals, live, except farm animals",Export,4336146
New Zealand,2013,"Animals, live, except farm animals",Export,4313500
New Zealand,2013,"Animals, live, except farm animals",Import,1539869
New Zealand,2012,"Animals, live, except farm animals",Export,3731827
New Zealand,2012,"Animals, live, except farm animals",Import,1137001
New Zealand,2011,"Animals, live, except farm animals",Export,5118061
New Zealand,2011,"Animals, live, except farm animals",Import,800204
Singapore,2016,"Animals, live, except farm animals",Export,3980033
Singapore,2016,"Animals, live, except farm animals",Import,7660502
Singapore,2015,"Animals, live, except farm animals",Export,2177740
Singapore,2015,"Animals, live, except farm animals",Import,8058434
Singapore,2014,"Animals, live, except farm animals",Import,10108331
Singapore,2014,"Animals, live, except farm animals",Export,2334357
Singapore,2013,"Animals, live, except farm animals",Export,2260765
Singapore,2013,"Animals, live, except farm animals",Import,9646105
Singapore,2012,"Animals, live, except farm animals",Export,1580072
Singapore,2012,"Animals, live, except farm animals",Import,13779603
Singapore,2011,"Animals, live, except farm animals",Export,1732948
Singapore,2011,"Animals, live, except farm animals",Import,10887630
United Arab Emirates,2016,"Animals, live, except farm animals",Import,77576430
United Arab Emirates,2016,"Animals, live, except farm animals",Export,23048249
United Arab Emirates,2015,"Animals, live, except farm animals",Import,72596018
United Arab Emirates,2015,"Animals, live, except farm animals",Export,28834307
United Arab Emirates,2014,"Animals, live, except farm animals",Export,26432337
United Arab Emirates,2014,"Animals, live, except farm animals",Import,90896990
United Arab Emirates,2013,"Animals, live, except farm animals",Import,92607079
United Arab Emirates,2013,"Animals, live, except farm animals",Export,23547233
United Arab Emirates,2012,"Animals, live, except farm animals",Import,61571582
United Arab Emirates,2012,"Animals, live, except farm animals",Export,15075962
USA,2016,"Animals, live, except farm animals",Export,91238486
USA,2016,"Animals, live, except farm animals",Import,190187901
USA,2015,"Animals, live, except farm animals",Export,93719234
USA,2015,"Animals, live, except farm animals",Import,167632224
USA,2014,"Animals, live, except farm animals",Export,93013457
USA,2014,"Animals, live, except farm animals",Import,171521791
USA,2013,"Animals, live, except farm animals",Export,88241140
USA,2013,"Animals, live, except farm animals",Import,146361307
USA,2012,"Animals, live, except farm animals",Export,85614967
USA,2012,"Animals, live, except farm animals",Import,142027388
USA,2011,"Animals, live, except farm animals",Export,81453255
USA,2011,"Animals, live, except farm animals",Import,134334698
China,2016,"Fish live, except trout, eel or carp",Export,292834238
China,2016,"Fish live, except trout, eel or carp",Import,54153897
China,2016,"Fish nes, fresh or chilled, whole",Import,30780246
China,2016,"Fish nes, fresh or chilled, whole",Export,137309245
China,2016,"Fish livers and roes, fresh or chilled",Export,32558660
China,2016,"Fish livers and roes, frozen",Import,57458406
China,2016,"Fish livers and roes, frozen",Export,25785284
China,2016,"Fish meat & mince, except liver, roe & fillets, froze",Import,74120354
China,2016,"Fish meat & mince, except liver, roe & fillets, froze",Export,368029423
China,2016,"Fish nes, salted or in brine, not dried or smoked",Import,1009389
China,2016,"Fish nes, salted or in brine, not dried or smoked",Export,20362982
China,2016,"Rock lobster and other sea crawfish, frozen",Import,20856505
China,2016,"Rock lobster and other sea crawfish, frozen",Export,2072679
China,2016,Rock lobster and other sea crawfish not frozen,Import,385351969
China,2016,Rock lobster and other sea crawfish not frozen,Export,3296052
China,2015,"Fish live, except trout, eel or carp",Export,291621142
China,2015,"Fish live, except trout, eel or carp",Import,50314502
China,2015,"Fish nes, fresh or chilled, whole",Import,22452246
China,2015,"Fish nes, fresh or chilled, whole",Export,131880264
China,2015,"Fish livers and roes, fresh or chilled",Export,16798935
China,2015,"Fish livers and roes, frozen",Import,54217687
China,2015,"Fish livers and roes, frozen",Export,22893792
China,2015,"Fish meat & mince, except liver, roe & fillets, froze",Import,73650593
China,2015,"Fish meat & mince, except liver, roe & fillets, froze",Export,298093403
China,2015,"Fish nes, salted or in brine, not dried or smoked",Import,810104
China,2015,"Fish nes, salted or in brine, not dried or smoked",Export,15656343
China,2015,"Rock lobster and other sea crawfish, frozen",Import,14364605
China,2015,"Rock lobster and other sea crawfish, frozen",Export,2302997
China,2015,Rock lobster and other sea crawfish not frozen,Import,342494840
China,2015,Rock lobster and other sea crawfish not frozen,Export,34624
China,2014,"Fish live, except trout, eel or carp",Export,313222989
China,2014,"Fish live, except trout, eel or carp",Import,61868372
China,2014,"Fish nes, fresh or chilled, whole",Import,14941826
China,2014,"Fish nes, fresh or chilled, whole",Export,108854331
China,2014,"Fish livers and roes, fresh or chilled",Import,46000
China,2014,"Fish livers and roes, fresh or chilled",Export,16258832
China,2014,"Fish livers and roes, frozen",Import,67978490
China,2014,"Fish livers and roes, frozen",Export,34224198
China,2014,"Fish meat & mince, except liver, roe & fillets, froze",Import,79837010
China,2014,"Fish meat & mince, except liver, roe & fillets, froze",Export,281054389
China,2014,"Fish nes, salted or in brine, not dried or smoked",Import,218298
China,2014,"Fish nes, salted or in brine, not dried or smoked",Export,9870025
China,2014,"Rock lobster and other sea crawfish, frozen",Import,3284752
China,2014,"Rock lobster and other sea crawfish, frozen",Export,2574970
China,2014,Rock lobster and other sea crawfish not frozen,Import,403481416
China,2013,"Fish live, except trout, eel or carp",Import,66997640
China,2013,"Fish live, except trout, eel or carp",Export,294974034
China,2013,"Fish nes, fresh or chilled, whole",Import,10112739
China,2013,"Fish nes, fresh or chilled, whole",Export,152672959
China,2013,"Fish livers and roes, fresh or chilled",Import,3696
China,2013,"Fish livers and roes, fresh or chilled",Export,20728009
China,2013,"Fish livers and roes, frozen",Import,76746435
China,2013,"Fish livers and roes, frozen",Export,42272016
China,2013,"Fish meat & mince, except liver, roe & fillets, froze",Import,71772680
China,2013,"Fish meat & mince, except liver, roe & fillets, froze",Export,220954582
China,2013,"Fish nes, salted or in brine, not dried or smoked",Import,386913
China,2013,"Fish nes, salted or in brine, not dried or smoked",Export,6946129
China,2013,"Rock lobster and other sea crawfish, frozen",Import,3661236
China,2013,"Rock lobster and other sea crawfish, frozen",Export,3563922
China,2013,Rock lobster and other sea crawfish not frozen,Import,381642142
China,2012,"Fish live, except trout, eel or carp",Import,41349006
China,2012,"Fish live, except trout, eel or carp",Export,255115934
China,2012,"Fish nes, fresh or chilled, whole",Import,4301085
China,2012,"Fish nes, fresh or chilled, whole",Export,152457629
China,2012,"Fish livers and roes, fresh or chilled",Import,62209
China,2012,"Fish livers and roes, fresh or chilled",Export,20553238
China,2012,"Fish livers and roes, frozen",Import,121810194
China,2012,"Fish livers and roes, frozen",Export,37500141
China,2012,"Fish meat & mince, except liver, roe & fillets, froze",Import,57949490
China,2012,"Fish meat & mince, except liver, roe & fillets, froze",Export,202257423
China,2012,"Fish nes, salted or in brine, not dried or smoked",Import,956287
China,2012,"Fish nes, salted or in brine, not dried or smoked",Export,6129589
China,2012,"Rock lobster and other sea crawfish, frozen",Import,3630633
China,2012,"Rock lobster and other sea crawfish, frozen",Export,2132754
China,2012,Rock lobster and other sea crawfish not frozen,Import,271276398
China,2012,Rock lobster and other sea crawfish not frozen,Export,310350
China,2011,"Fish live, except trout, eel or carp",Export,327987038
China,2011,"Fish live, except trout, eel or carp",Import,16574759
China,2011,"Fish nes, fresh or chilled, whole",Import,2530715
China,2011,"Fish nes, fresh or chilled, whole",Export,145104080
China,2011,"Fish livers and roes, fresh or chilled",Import,72700
China,2011,"Fish livers and roes, fresh or chilled",Export,11621131
China,2011,"Fish livers and roes, frozen",Import,96167827
China,2011,"Fish livers and roes, frozen",Export,28999470
China,2011,"Fish meat & mince, except liver, roe & fillets, froze",Import,41710563
China,2011,"Fish meat & mince, except liver, roe & fillets, froze",Export,223035204
China,2011,"Fish nes, salted or in brine, not dried or smoked",Import,312250
China,2011,"Fish nes, salted or in brine, not dried or smoked",Export,2113960
China,2011,"Rock lobster and other sea crawfish, frozen",Import,5486891
China,2011,"Rock lobster and other sea crawfish, frozen",Export,379867
China,2011,Rock lobster and other sea crawfish not frozen,Import,189546436
China,2011,Rock lobster and other sea crawfish not frozen,Export,271112
China,2016,Milk not concentrated nor sweetened < 1% fat,Import,32277853
China,2016,Milk not concentrated nor sweetened 1-6% fat,Import,373626755
China,2016,Milk not concentrated nor sweetened 1-6% fat,Export,20197884
China,2016,Milk and cream not concentrated nor sweetened < 6% fa,Import,233816959
China,2016,Milk and cream not concentrated nor sweetened < 6% fa,Export,284
China,2016,Milk powder < 1.5% fat,Import,396284847
China,2016,Milk powder < 1.5% fat,Export,1955623
China,2016,Milk and cream powder unsweetened < 1.5% fat,Import,1053938094
China,2016,Milk and cream powder unsweetened < 1.5% fat,Export,5633734
China,2016,Milk and cream powder sweetened < 1.5% fat,Import,28208773
China,2016,Milk and cream powder sweetened < 1.5% fat,Export,8458816
China,2016,"Milk and cream unsweetened, concentrated",Import,27461506
China,2016,"Milk and cream unsweetened, concentrated",Export,763067
China,2016,Yogurt,Import,31281763
China,2016,Yogurt,Export,163717
China,2016,"Buttermilk, curdled milk, cream, kephir, etc.",Import,10879453
China,2016,"Buttermilk, curdled milk, cream, kephir, etc.",Export,1183715
China,2016,Whey,Import,438949825
China,2016,Whey,Export,83583
China,2016,Natural milk products nes,Import,13106616
China,2016,Natural milk products nes,Export,104803
China,2016,Butter and other fats and oils derived from milk,Import,303152439
China,2016,Butter and other fats and oils derived from milk,Export,3583506
China,2016,"Cheese, grated or powdered, of all kinds",Import,107890275
China,2016,"Cheese, grated or powdered, of all kinds",Export,140050
China,2016,"Cheese processed, not grated or powdered",Import,70637995
China,2016,"Cheese processed, not grated or powdered",Export,706602
China,2016,"Cheese, blue-veined",Import,729991
China,2016,"Cheese except fresh, grated, processed or blue-veined",Export,11320
China,2016,"Cheese except fresh, grated, processed or blue-veined",Import,98626703
China,2016,Egg yolks dried,Export,1518446
China,2016,Egg yolks except dried,Export,2515358
China,2016,"Eggs, bird, not in shell, dried",Export,4614735
China,2016,"Eggs, bird, not in shell not dried",Import,856
China,2016,"Eggs, bird, not in shell not dried",Export,6754796
China,2015,Milk not concentrated nor sweetened < 1% fat,Import,25429676
China,2015,Milk not concentrated nor sweetened < 1% fat,Export,63
China,2015,Milk not concentrated nor sweetened 1-6% fat,Import,307423817
China,2015,Milk not concentrated nor sweetened 1-6% fat,Export,23978564
China,2015,Milk and cream not concentrated nor sweetened < 6% fa,Import,152252413
China,2015,Milk and cream not concentrated nor sweetened < 6% fa,Export,82699
China,2015,Milk powder < 1.5% fat,Import,516975559
China,2015,Milk powder < 1.5% fat,Export,2457351
China,2015,Milk and cream powder unsweetened < 1.5% fat,Import,952334457
China,2015,Milk and cream powder unsweetened < 1.5% fat,Export,4549372
China,2015,Milk and cream powder sweetened < 1.5% fat,Import,37398406
China,2015,Milk and cream powder sweetened < 1.5% fat,Export,3970801
China,2015,"Milk and cream unsweetened, concentrated",Import,20368235
China,2015,"Milk and cream unsweetened, concentrated",Export,282120
China,2015,Yogurt,Import,19391989
China,2015,Yogurt,Export,83850
China,2015,"Buttermilk, curdled milk, cream, kephir, etc.",Import,8530335
China,2015,"Buttermilk, curdled milk, cream, kephir, etc.",Export,485222
China,2015,Whey,Import,509807198
China,2015,Whey,Export,35101
China,2015,Natural milk products nes,Import,14444146
China,2015,Natural milk products nes,Export,20737
China,2015,Butter and other fats and oils derived from milk,Import,265483346
China,2015,Butter and other fats and oils derived from milk,Export,3997905
China,2015,"Cheese, grated or powdered, of all kinds",Import,78836585
China,2015,"Cheese, grated or powdered, of all kinds",Export,109194
China,2015,"Cheese processed, not grated or powdered",Import,65075690
China,2015,"Cheese processed, not grated or powdered",Export,875112
China,2015,"Cheese, blue-veined",Import,618380
China,2015,"Cheese except fresh, grated, processed or blue-veined",Import,101826181
China,2015,"Cheese except fresh, grated, processed or blue-veined",Export,4616
China,2015,Egg yolks dried,Export,1245872
China,2015,Egg yolks except dried,Export,2663061
China,2015,"Eggs, bird, not in shell, dried",Import,9984
China,2015,"Eggs, bird, not in shell, dried",Export,6364627
China,2015,"Eggs, bird, not in shell not dried",Import,1771
China,2015,"Eggs, bird, not in shell not dried",Export,7051247
China,2014,Milk not concentrated nor sweetened < 1% fat,Import,23325391
China,2014,Milk not concentrated nor sweetened < 1% fat,Export,16
China,2014,Milk not concentrated nor sweetened 1-6% fat,Import,278782140
China,2014,Milk not concentrated nor sweetened 1-6% fat,Export,25887766
China,2014,Milk and cream not concentrated nor sweetened < 6% fa,Import,106446478
China,2014,Milk and cream not concentrated nor sweetened < 6% fa,Export,68
China,2014,Milk powder < 1.5% fat,Import,1124388239
China,2014,Milk powder < 1.5% fat,Export,8264023
China,2014,Milk and cream powder unsweetened < 1.5% fat,Import,3308679566
China,2014,Milk and cream powder unsweetened < 1.5% fat,Export,18634860
China,2014,Milk and cream powder sweetened < 1.5% fat,Import,5256575
China,2014,Milk and cream powder sweetened < 1.5% fat,Export,5338945
China,2014,"Milk and cream unsweetened, concentrated",Import,19572839
China,2014,"Milk and cream unsweetened, concentrated",Export,1097131
China,2014,Yogurt,Import,13827979
China,2014,Yogurt,Export,37796
China,2014,"Buttermilk, curdled milk, cream, kephir, etc.",Import,22708154
China,2014,"Buttermilk, curdled milk, cream, kephir, etc.",Export,570735
China,2014,Whey,Import,773398168
China,2014,Whey,Export,58552
China,2014,Natural milk products nes,Import,15378106
China,2014,Natural milk products nes,Export,5369
China,2014,Butter and other fats and oils derived from milk,Import,378010698
China,2014,Butter and other fats and oils derived from milk,Export,9002853
China,2014,"Cheese, grated or powdered, of all kinds",Import,58115742
China,2014,"Cheese, grated or powdered, of all kinds",Export,406852
China,2014,"Cheese processed, not grated or powdered",Import,68805280
China,2014,"Cheese processed, not grated or powdered",Export,674445
China,2014,"Cheese, blue-veined",Import,576715
China,2014,"Cheese except fresh, grated, processed or blue-veined",Import,118087615
China,2014,"Cheese except fresh, grated, processed or blue-veined",Export,11604
China,2014,Egg yolks dried,Export,1279618
China,2014,Egg yolks except dried,Export,2089077
China,2014,"Eggs, bird, not in shell, dried",Import,21458
China,2014,"Eggs, bird, not in shell, dried",Export,7238339
China,2014,"Eggs, bird, not in shell not dried",Import,180
China,2014,"Eggs, bird, not in shell not dried",Export,8209542
China,2013,Milk not concentrated nor sweetened < 1% fat,Import,15446641
China,2013,Milk not concentrated nor sweetened 1-6% fat,Import,148890344
China,2013,Milk not concentrated nor sweetened 1-6% fat,Export,23646420
China,2013,Milk and cream not concentrated nor sweetened < 6% fa,Import,70044469
China,2013,Milk and cream not concentrated nor sweetened < 6% fa,Export,6248
China,2013,Milk powder < 1.5% fat,Import,958501429
China,2013,Milk powder < 1.5% fat,Export,1489485
China,2013,Milk and cream powder unsweetened < 1.5% fat,Import,2612029336
China,2013,Milk and cream powder unsweetened < 1.5% fat,Export,3473845
China,2013,Milk and cream powder sweetened < 1.5% fat,Import,14197016
China,2013,Milk and cream powder sweetened < 1.5% fat,Export,11258427
China,2013,"Milk and cream unsweetened, concentrated",Import,15925477
China,2013,"Milk and cream unsweetened, concentrated",Export,1942847
China,2013,Yogurt,Import,12412284
China,2013,Yogurt,Export,67977
China,2013,"Buttermilk, curdled milk, cream, kephir, etc.",Import,27731501
China,2013,"Buttermilk, curdled milk, cream, kephir, etc.",Export,433797
China,2013,Whey,Import,834413069
China,2013,Whey,Export,2905817
China,2013,Natural milk products nes,Import,16551554
China,2013,Natural milk products nes,Export,641484
China,2013,Butter and other fats and oils derived from milk,Import,226152201
China,2013,Butter and other fats and oils derived from milk,Export,2766088
China,2013,"Cheese, grated or powdered, of all kinds",Import,40314197
China,2013,"Cheese, grated or powdered, of all kinds",Export,316224
China,2013,"Cheese processed, not grated or powdered",Import,44914738
China,2013,"Cheese processed, not grated or powdered",Export,501297
China,2013,"Cheese, blue-veined",Import,679450
China,2013,"Cheese except fresh, grated, processed or blue-veined",Import,80459378
China,2013,"Cheese except fresh, grated, processed or blue-veined",Export,37119
China,2013,Egg yolks dried,Import,10158
China,2013,Egg yolks dried,Export,2028909
China,2013,Egg yolks except dried,Import,1091
China,2013,Egg yolks except dried,Export,1236718
China,2013,"Eggs, bird, not in shell, dried",Import,10032
China,2013,"Eggs, bird, not in shell, dried",Export,7555059
China,2013,"Eggs, bird, not in shell not dried",Export,9420626
China,2012,Milk not concentrated nor sweetened < 1% fat,Import,8914750
China,2012,Milk not concentrated nor sweetened < 1% fat,Export,856
China,2012,Milk not concentrated nor sweetened 1-6% fat,Import,68040031
China,2012,Milk not concentrated nor sweetened 1-6% fat,Export,22998625
China,2012,Milk and cream not concentrated nor sweetened < 6% fa,Import,41794850
China,2012,Milk and cream not concentrated nor sweetened < 6% fa,Export,125440
China,2012,Milk powder < 1.5% fat,Import,554729389
China,2012,Milk powder < 1.5% fat,Export,1662144
China,2012,Milk and cream powder unsweetened < 1.5% fat,Import,1354897141
China,2012,Milk and cream powder unsweetened < 1.5% fat,Export,20758552
China,2012,Milk and cream powder sweetened < 1.5% fat,Import,18521574
China,2012,Milk and cream powder sweetened < 1.5% fat,Export,17415604
China,2012,"Milk and cream unsweetened, concentrated",Import,11292937
China,2012,"Milk and cream unsweetened, concentrated",Export,1816173
China,2012,Yogurt,Import,8513660
China,2012,Yogurt,Export,233647
China,2012,"Buttermilk, curdled milk, cream, kephir, etc.",Import,16345338
China,2012,"Buttermilk, curdled milk, cream, kephir, etc.",Export,263382
China,2012,Whey,Import,734219884
China,2012,Natural milk products nes,Import,11982854
China,2012,Natural milk products nes,Export,1431236
China,2012,Butter and other fats and oils derived from milk,Import,195661423
China,2012,Butter and other fats and oils derived from milk,Export,8010118
China,2012,"Cheese, grated or powdered, of all kinds",Import,34902297
China,2012,"Cheese, grated or powdered, of all kinds",Export,388652
China,2012,"Cheese processed, not grated or powdered",Import,35036248
China,2012,"Cheese processed, not grated or powdered",Export,1802352
China,2012,"Cheese, blue-veined",Import,641160
China,2012,"Cheese except fresh, grated, processed or blue-veined",Import,60576095
China,2012,"Cheese except fresh, grated, processed or blue-veined",Export,67043
China,2012,Egg yolks dried,Import,26604
China,2012,Egg yolks dried,Export,2713682
China,2012,Egg yolks except dried,Import,4768
China,2012,Egg yolks except dried,Export,1331936
China,2012,"Eggs, bird, not in shell, dried",Import,9978
China,2012,"Eggs, bird, not in shell, dried",Export,8411128
China,2012,"Eggs, bird, not in shell not dried",Import,5225
China,2012,"Eggs, bird, not in shell not dried",Export,9078230
China,2011,Milk not concentrated nor sweetened < 1% fat,Import,3587011
China,2011,Milk not concentrated nor sweetened 1-6% fat,Import,24507470
China,2011,Milk not concentrated nor sweetened 1-6% fat,Export,18439004
China,2011,Milk and cream not concentrated nor sweetened < 6% fa,Import,32395411
China,2011,Milk and cream not concentrated nor sweetened < 6% fa,Export,2171002
China,2011,Milk powder < 1.5% fat,Import,455549893
China,2011,Milk powder < 1.5% fat,Export,910556
China,2011,Milk and cream powder unsweetened < 1.5% fat,Import,1178555631
China,2011,Milk and cream powder unsweetened < 1.5% fat,Export,23601968
China,2011,Milk and cream powder sweetened < 1.5% fat,Import,11319687
China,2011,Milk and cream powder sweetened < 1.5% fat,Export,12596841
China,2011,"Milk and cream unsweetened, concentrated",Import,9268033
China,2011,"Milk and cream unsweetened, concentrated",Export,1629326
China,2011,Yogurt,Import,5153717
China,2011,Yogurt,Export,224710
China,2011,"Buttermilk, curdled milk, cream, kephir, etc.",Import,3771183
China,2011,"Buttermilk, curdled milk, cream, kephir, etc.",Export,566955
China,2011,Whey,Import,559621726
China,2011,Whey,Export,234506
China,2011,Natural milk products nes,Import,11412264
China,2011,Natural milk products nes,Export,1224668
China,2011,Butter and other fats and oils derived from milk,Import,183617748
China,2011,Butter and other fats and oils derived from milk,Export,11928722
China,2011,"Cheese, grated or powdered, of all kinds",Import,29013543
China,2011,"Cheese, grated or powdered, of all kinds",Export,382758
China,2011,"Cheese processed, not grated or powdered",Import,28996811
China,2011,"Cheese processed, not grated or powdered",Export,776819
China,2011,"Cheese, blue-veined",Import,462663
China,2011,"Cheese except fresh, grated, processed or blue-veined",Import,36854633
China,2011,"Cheese except fresh, grated, processed or blue-veined",Export,113360
China,2011,Egg yolks dried,Import,9956
China,2011,Egg yolks dried,Export,2159291
China,2011,Egg yolks except dried,Import,124
China,2011,Egg yolks except dried,Export,685415
China,2011,"Eggs, bird, not in shell, dried",Import,179910
China,2011,"Eggs, bird, not in shell, dried",Export,4608132
China,2011,"Eggs, bird, not in shell not dried",Import,40270
China,2011,"Eggs, bird, not in shell not dried",Export,8094413
France,2016,Milk not concentrated nor sweetened < 1% fat,Import,19801902
France,2016,Milk not concentrated nor sweetened < 1% fat,Export,39842628
France,2016,Milk not concentrated nor sweetened 1-6% fat,Import,142011761
France,2016,Milk not concentrated nor sweetened 1-6% fat,Export,376692382
France,2016,Milk and cream not concentrated nor sweetened < 6% fa,Import,317365729
France,2016,Milk and cream not concentrated nor sweetened < 6% fa,Export,283187570
France,2016,Milk powder < 1.5% fat,Import,67023546
France,2016,Milk powder < 1.5% fat,Export,476107356
France,2016,Milk and cream powder unsweetened < 1.5% fat,Import,49842462
France,2016,Milk and cream powder unsweetened < 1.5% fat,Export,200041691
France,2016,Milk and cream powder sweetened < 1.5% fat,Import,45990808
France,2016,Milk and cream powder sweetened < 1.5% fat,Export,60344733
France,2016,"Milk and cream unsweetened, concentrated",Import,55848882
France,2016,"Milk and cream unsweetened, concentrated",Export,55173310
France,2016,Yogurt,Import,67572502
France,2016,Yogurt,Export,330430571
France,2016,"Buttermilk, curdled milk, cream, kephir, etc.",Import,45003895
France,2016,"Buttermilk, curdled milk, cream, kephir, etc.",Export,272434570
France,2016,Whey,Import,140551960
France,2016,Whey,Export,368581988
France,2016,Natural milk products nes,Import,29018067
France,2016,Natural milk products nes,Export,117274698
France,2016,Butter and other fats and oils derived from milk,Import,705330574
France,2016,Butter and other fats and oils derived from milk,Export,428062293
France,2016,"Cheese, grated or powdered, of all kinds",Import,176164193
France,2016,"Cheese, grated or powdered, of all kinds",Export,117067893
France,2016,"Cheese processed, not grated or powdered",Import,121131643
France,2016,"Cheese processed, not grated or powdered",Export,353848590
France,2016,"Cheese, blue-veined",Import,40715569
France,2016,"Cheese, blue-veined",Export,116024638
France,2016,"Cheese except fresh, grated, processed or blue-veined",Import,793692484
France,2016,"Cheese except fresh, grated, processed or blue-veined",Export,2165979987
France,2016,Egg yolks dried,Import,2389802
France,2016,Egg yolks dried,Export,12932370
France,2016,Egg yolks except dried,Import,14497855
France,2016,Egg yolks except dried,Export,20250431
France,2016,"Eggs, bird, not in shell, dried",Import,4861422
France,2016,"Eggs, bird, not in shell, dried",Export,25564161
France,2016,"Eggs, bird, not in shell not dried",Import,33662687
France,2016,"Eggs, bird, not in shell not dried",Export,17883472
France,2015,Milk not concentrated nor sweetened < 1% fat,Import,30712826
France,2015,Milk not concentrated nor sweetened < 1% fat,Export,56384574
France,2015,Milk not concentrated nor sweetened 1-6% fat,Import,184167752
France,2015,Milk not concentrated nor sweetened 1-6% fat,Export,369195813
France,2015,Milk and cream not concentrated nor sweetened < 6% fa,Import,277726042
France,2015,Milk and cream not concentrated nor sweetened < 6% fa,Export,285988551
France,2015,Milk powder < 1.5% fat,Import,70148567
France,2015,Milk powder < 1.5% fat,Export,611621743
France,2015,Milk and cream powder unsweetened < 1.5% fat,Import,52553937
France,2015,Milk and cream powder unsweetened < 1.5% fat,Export,222368190
France,2015,Milk and cream powder sweetened < 1.5% fat,Import,52307026
France,2015,Milk and cream powder sweetened < 1.5% fat,Export,65804602
France,2015,"Milk and cream unsweetened, concentrated",Import,76297594
France,2015,"Milk and cream unsweetened, concentrated",Export,65779551
France,2015,Yogurt,Import,64911977
France,2015,Yogurt,Export,312507334
