country_or_area,year,commodity,flow,trade_usd
India,2012,"Cheese except fresh, grated, processed or blue-veined",Export,6245533
India,2012,Egg yolks dried,Import,11049
India,2012,Egg yolks dried,Export,5837610
India,2012,Egg yolks except dried,Import,183
India,2012,Egg yolks except dried,Export,171570
India,2012,"Eggs, bird, not in shell, dried",Import,791
India,2012,"Eggs, bird, not in shell, dried",Export,31050398
India,2012,"Eggs, bird, not in shell not dried",Import,4092
India,2012,"Eggs, bird, not in shell not dried",Export,2907820
India,2011,Milk not concentrated nor sweetened < 1% fat,Export,421725
India,2011,Milk not concentrated nor sweetened 1-6% fat,Import,33393
India,2011,Milk not concentrated nor sweetened 1-6% fat,Export,4844065
India,2011,Milk and cream not concentrated nor sweetened < 6% fa,Import,239305
India,2011,Milk and cream not concentrated nor sweetened < 6% fa,Export,131765
India,2011,Milk powder < 1.5% fat,Import,123213455
India,2011,Milk powder < 1.5% fat,Export,9133970
India,2011,Milk and cream powder unsweetened < 1.5% fat,Export,1904
India,2011,Milk and cream powder sweetened < 1.5% fat,Import,20367247
India,2011,Milk and cream powder sweetened < 1.5% fat,Export,1981379
India,2011,"Milk and cream unsweetened, concentrated",Export,48625
India,2011,Yogurt,Import,308163
India,2011,Yogurt,Export,1517
India,2011,"Buttermilk, curdled milk, cream, kephir, etc.",Export,851743
India,2011,"Buttermilk, curdled milk, cream, kephir, etc.",Import,23985
India,2011,Whey,Import,19762467
India,2011,Whey,Export,483758
India,2011,Natural milk products nes,Import,15407
India,2011,Natural milk products nes,Export,107253
India,2011,Butter and other fats and oils derived from milk,Import,2382142
India,2011,Butter and other fats and oils derived from milk,Export,48750293
India,2011,"Cheese, grated or powdered, of all kinds",Import,166709
India,2011,"Cheese, grated or powdered, of all kinds",Export,401452
India,2011,"Cheese processed, not grated or powdered",Import,1536761
India,2011,"Cheese processed, not grated or powdered",Export,2363274
India,2011,"Cheese, blue-veined",Export,35024
India,2011,"Cheese except fresh, grated, processed or blue-veined",Import,3542080
India,2011,"Cheese except fresh, grated, processed or blue-veined",Export,3129369
India,2011,Egg yolks dried,Export,5265085
India,2011,Egg yolks except dried,Import,1388
India,2011,Egg yolks except dried,Export,399110
India,2011,"Eggs, bird, not in shell, dried",Export,23690883
India,2011,"Eggs, bird, not in shell not dried",Import,1710
India,2011,"Eggs, bird, not in shell not dried",Export,513387
Iran,2011,Milk not concentrated nor sweetened < 1% fat,Export,75
Iran,2011,Milk not concentrated nor sweetened 1-6% fat,Export,5199466
Iran,2011,Milk not concentrated nor sweetened 1-6% fat,Import,37795
Iran,2011,Milk and cream not concentrated nor sweetened < 6% fa,Export,51191054
Iran,2011,Milk powder < 1.5% fat,Export,41458531
Iran,2011,Milk powder < 1.5% fat,Import,58340419
Iran,2011,Milk and cream powder unsweetened < 1.5% fat,Import,14324953
Iran,2011,Milk and cream powder unsweetened < 1.5% fat,Export,5016036
Iran,2011,Milk and cream powder sweetened < 1.5% fat,Import,23541
Iran,2011,Milk and cream powder sweetened < 1.5% fat,Export,40000
Iran,2011,Yogurt,Import,602892
Iran,2011,Yogurt,Export,109666222
Iran,2011,"Buttermilk, curdled milk, cream, kephir, etc.",Import,101146
Iran,2011,"Buttermilk, curdled milk, cream, kephir, etc.",Export,24939447
Iran,2011,Whey,Import,8929106
Iran,2011,Whey,Export,7875389
Iran,2011,Natural milk products nes,Import,558449
Iran,2011,Natural milk products nes,Export,2817033
Iran,2011,Butter and other fats and oils derived from milk,Import,251092592
Iran,2011,Butter and other fats and oils derived from milk,Export,5269994
Iran,2011,"Cheese, grated or powdered, of all kinds",Import,36369
Iran,2011,"Cheese, grated or powdered, of all kinds",Export,3048530
Iran,2011,"Cheese processed, not grated or powdered",Import,48376
Iran,2011,"Cheese processed, not grated or powdered",Export,283316
Iran,2011,"Cheese except fresh, grated, processed or blue-veined",Import,457775
Iran,2011,"Cheese except fresh, grated, processed or blue-veined",Export,107455343
Iran,2011,Egg yolks dried,Import,5603
Iran,2011,"Eggs, bird, not in shell, dried",Import,840200
Iran,2011,"Eggs, bird, not in shell not dried",Export,3150
Japan,2016,Milk not concentrated nor sweetened < 1% fat,Export,197127
Japan,2016,Milk not concentrated nor sweetened 1-6% fat,Import,10212
Japan,2016,Milk not concentrated nor sweetened 1-6% fat,Export,7953357
Japan,2016,Milk and cream not concentrated nor sweetened < 6% fa,Import,139317
Japan,2016,Milk and cream not concentrated nor sweetened < 6% fa,Export,954891
Japan,2016,Milk powder < 1.5% fat,Import,61918191
Japan,2016,Milk powder < 1.5% fat,Export,687819
Japan,2016,Milk and cream powder unsweetened < 1.5% fat,Import,2888178
Japan,2016,Milk and cream powder unsweetened < 1.5% fat,Export,223877
Japan,2016,Milk and cream powder sweetened < 1.5% fat,Import,2723
Japan,2016,Milk and cream powder sweetened < 1.5% fat,Export,1731900
Japan,2016,"Milk and cream unsweetened, concentrated",Import,7444307
Japan,2016,"Milk and cream unsweetened, concentrated",Export,168997
Japan,2016,Yogurt,Import,114606
Japan,2016,Yogurt,Export,334310
Japan,2016,"Buttermilk, curdled milk, cream, kephir, etc.",Import,56139
Japan,2016,"Buttermilk, curdled milk, cream, kephir, etc.",Export,595056
Japan,2016,Whey,Import,69170133
Japan,2016,Whey,Export,32716
Japan,2016,Natural milk products nes,Import,36687156
Japan,2016,Natural milk products nes,Export,2875364
Japan,2016,Butter and other fats and oils derived from milk,Import,46236703
Japan,2016,Butter and other fats and oils derived from milk,Export,48564
Japan,2016,"Cheese, grated or powdered, of all kinds",Import,47684965
Japan,2016,"Cheese, grated or powdered, of all kinds",Export,6759
Japan,2016,"Cheese processed, not grated or powdered",Import,33178569
Japan,2016,"Cheese processed, not grated or powdered",Export,5469448
Japan,2016,"Cheese, blue-veined",Import,12137214
Japan,2016,"Cheese, blue-veined",Export,2017
Japan,2016,"Cheese except fresh, grated, processed or blue-veined",Import,546518085
Japan,2016,"Cheese except fresh, grated, processed or blue-veined",Export,2734784
Japan,2016,Egg yolks dried,Import,14921348
Japan,2016,Egg yolks except dried,Import,15557682
Japan,2016,Egg yolks except dried,Export,35332
Japan,2016,"Eggs, bird, not in shell, dried",Import,14954873
Japan,2016,"Eggs, bird, not in shell, dried",Export,722681
Japan,2016,"Eggs, bird, not in shell not dried",Import,14973273
Japan,2016,"Eggs, bird, not in shell not dried",Export,306796
Japan,2015,Milk not concentrated nor sweetened < 1% fat,Export,86441
Japan,2015,Milk not concentrated nor sweetened 1-6% fat,Import,13330
Japan,2015,Milk not concentrated nor sweetened 1-6% fat,Export,5978657
Japan,2015,Milk and cream not concentrated nor sweetened < 6% fa,Import,160801
Japan,2015,Milk and cream not concentrated nor sweetened < 6% fa,Export,2420451
Japan,2015,Milk powder < 1.5% fat,Import,128270982
Japan,2015,Milk powder < 1.5% fat,Export,678450
Japan,2015,Milk and cream powder unsweetened < 1.5% fat,Import,2107601
Japan,2015,Milk and cream powder unsweetened < 1.5% fat,Export,97829
Japan,2015,Milk and cream powder sweetened < 1.5% fat,Import,19172
Japan,2015,Milk and cream powder sweetened < 1.5% fat,Export,1543806
Japan,2015,"Milk and cream unsweetened, concentrated",Import,6494008
Japan,2015,"Milk and cream unsweetened, concentrated",Export,120993
Japan,2015,Yogurt,Import,153702
Japan,2015,Yogurt,Export,394193
Japan,2015,"Buttermilk, curdled milk, cream, kephir, etc.",Import,60592
Japan,2015,"Buttermilk, curdled milk, cream, kephir, etc.",Export,278918
Japan,2015,Whey,Import,85541581
Japan,2015,Whey,Export,12049
Japan,2015,Natural milk products nes,Import,49965483
Japan,2015,Natural milk products nes,Export,8933
Japan,2015,Butter and other fats and oils derived from milk,Import,58569174
Japan,2015,Butter and other fats and oils derived from milk,Export,42700
Japan,2015,"Cheese, grated or powdered, of all kinds",Import,50578787
Japan,2015,"Cheese, grated or powdered, of all kinds",Export,9107
Japan,2015,"Cheese processed, not grated or powdered",Import,27490072
Japan,2015,"Cheese processed, not grated or powdered",Export,4499905
Japan,2015,"Cheese, blue-veined",Import,13048203
Japan,2015,"Cheese except fresh, grated, processed or blue-veined",Import,574979386
Japan,2015,"Cheese except fresh, grated, processed or blue-veined",Export,2050150
Japan,2015,Egg yolks dried,Import,15579251
Japan,2015,Egg yolks except dried,Import,16443162
Japan,2015,Egg yolks except dried,Export,33527
Japan,2015,"Eggs, bird, not in shell, dried",Import,18939724
Japan,2015,"Eggs, bird, not in shell, dried",Export,1445555
Japan,2015,"Eggs, bird, not in shell not dried",Import,15294821
Japan,2015,"Eggs, bird, not in shell not dried",Export,200088
Japan,2014,Milk not concentrated nor sweetened < 1% fat,Import,6504
Japan,2014,Milk not concentrated nor sweetened < 1% fat,Export,15515
Japan,2014,Milk not concentrated nor sweetened 1-6% fat,Export,5861289
Japan,2014,Milk and cream not concentrated nor sweetened < 6% fa,Import,187426
Japan,2014,Milk and cream not concentrated nor sweetened < 6% fa,Export,1869242
Japan,2014,Milk powder < 1.5% fat,Import,179950452
Japan,2014,Milk powder < 1.5% fat,Export,85280
Japan,2014,Milk and cream powder unsweetened < 1.5% fat,Import,2007254
Japan,2014,Milk and cream powder unsweetened < 1.5% fat,Export,30104
Japan,2014,Milk and cream powder sweetened < 1.5% fat,Import,2571
Japan,2014,Milk and cream powder sweetened < 1.5% fat,Export,2663936
Japan,2014,"Milk and cream unsweetened, concentrated",Import,6899520
Japan,2014,"Milk and cream unsweetened, concentrated",Export,22909
Japan,2014,Yogurt,Import,224400
Japan,2014,Yogurt,Export,270806
Japan,2014,"Buttermilk, curdled milk, cream, kephir, etc.",Import,15656
Japan,2014,"Buttermilk, curdled milk, cream, kephir, etc.",Export,132542
Japan,2014,Whey,Import,115959805
Japan,2014,Whey,Export,13664
Japan,2014,Natural milk products nes,Export,9330
Japan,2014,Natural milk products nes,Import,44848613
Japan,2014,Butter and other fats and oils derived from milk,Import,54504740
Japan,2014,Butter and other fats and oils derived from milk,Export,54477
Japan,2014,"Cheese, grated or powdered, of all kinds",Export,73032
Japan,2014,"Cheese, grated or powdered, of all kinds",Import,66425638
Japan,2014,"Cheese processed, not grated or powdered",Import,40481234
Japan,2014,"Cheese processed, not grated or powdered",Export,4175109
Japan,2014,"Cheese, blue-veined",Import,13510173
Japan,2014,"Cheese, blue-veined",Export,8215
Japan,2014,"Cheese except fresh, grated, processed or blue-veined",Import,684468787
Japan,2014,"Cheese except fresh, grated, processed or blue-veined",Export,1183331
Japan,2014,Egg yolks dried,Import,10865964
Japan,2014,Egg yolks except dried,Export,32597
Japan,2014,Egg yolks except dried,Import,17171253
Japan,2014,"Eggs, bird, not in shell, dried",Import,20599046
Japan,2014,"Eggs, bird, not in shell, dried",Export,644570
Japan,2014,"Eggs, bird, not in shell not dried",Import,15286371
Japan,2014,"Eggs, bird, not in shell not dried",Export,35770
Japan,2013,Milk not concentrated nor sweetened < 1% fat,Import,5341
Japan,2013,Milk not concentrated nor sweetened 1-6% fat,Export,5384403
Japan,2013,Milk and cream not concentrated nor sweetened < 6% fa,Import,104480
Japan,2013,Milk and cream not concentrated nor sweetened < 6% fa,Export,525266
Japan,2013,Milk powder < 1.5% fat,Import,116684225
Japan,2013,Milk powder < 1.5% fat,Export,71902
Japan,2013,Milk and cream powder unsweetened < 1.5% fat,Import,2147692
Japan,2013,Milk and cream powder unsweetened < 1.5% fat,Export,444367
Japan,2013,Milk and cream powder sweetened < 1.5% fat,Import,333268
Japan,2013,Milk and cream powder sweetened < 1.5% fat,Export,1471341
Japan,2013,"Milk and cream unsweetened, concentrated",Import,6609419
Japan,2013,"Milk and cream unsweetened, concentrated",Export,19592
Japan,2013,Yogurt,Import,402788
Japan,2013,Yogurt,Export,173511
Japan,2013,"Buttermilk, curdled milk, cream, kephir, etc.",Import,18269
Japan,2013,"Buttermilk, curdled milk, cream, kephir, etc.",Export,76011
Japan,2013,Whey,Import,106371752
Japan,2013,Whey,Export,14018
Japan,2013,Natural milk products nes,Import,40755899
Japan,2013,Natural milk products nes,Export,74310
Japan,2013,Butter and other fats and oils derived from milk,Import,22288385
Japan,2013,Butter and other fats and oils derived from milk,Export,48037
Japan,2013,"Cheese, grated or powdered, of all kinds",Import,62450477
Japan,2013,"Cheese, grated or powdered, of all kinds",Export,187211
Japan,2013,"Cheese processed, not grated or powdered",Import,46353866
Japan,2013,"Cheese processed, not grated or powdered",Export,3751571
Japan,2013,"Cheese, blue-veined",Import,12251112
Japan,2013,"Cheese, blue-veined",Export,3320
Japan,2013,"Cheese except fresh, grated, processed or blue-veined",Import,619647079
Japan,2013,"Cheese except fresh, grated, processed or blue-veined",Export,815509
Japan,2013,Egg yolks dried,Import,14553059
Japan,2013,Egg yolks dried,Export,5164
Japan,2013,Egg yolks except dried,Import,19703129
Japan,2013,Egg yolks except dried,Export,96526
Japan,2013,"Eggs, bird, not in shell, dried",Import,21761617
Japan,2013,"Eggs, bird, not in shell, dried",Export,612077
Japan,2013,"Eggs, bird, not in shell not dried",Import,14906248
Japan,2013,"Eggs, bird, not in shell not dried",Export,15165
Japan,2012,Milk not concentrated nor sweetened < 1% fat,Import,11958
Japan,2012,Milk not concentrated nor sweetened < 1% fat,Export,7191
Japan,2012,Milk not concentrated nor sweetened 1-6% fat,Export,5358362
Japan,2012,Milk and cream not concentrated nor sweetened < 6% fa,Import,176621
Japan,2012,Milk and cream not concentrated nor sweetened < 6% fa,Export,57578
Japan,2012,Milk powder < 1.5% fat,Import,100682231
Japan,2012,Milk powder < 1.5% fat,Export,54221
Japan,2012,Milk and cream powder unsweetened < 1.5% fat,Import,2173331
Japan,2012,Milk and cream powder unsweetened < 1.5% fat,Export,164340
Japan,2012,Milk and cream powder sweetened < 1.5% fat,Import,92578
Japan,2012,Milk and cream powder sweetened < 1.5% fat,Export,997543
Japan,2012,"Milk and cream unsweetened, concentrated",Import,7709184
Japan,2012,"Milk and cream unsweetened, concentrated",Export,18604
Japan,2012,Yogurt,Import,685964
Japan,2012,Yogurt,Export,58292
Japan,2012,"Buttermilk, curdled milk, cream, kephir, etc.",Import,51742
Japan,2012,"Buttermilk, curdled milk, cream, kephir, etc.",Export,62326
Japan,2012,Whey,Import,107823298
Japan,2012,Whey,Export,195948
Japan,2012,Natural milk products nes,Import,41330773
Japan,2012,Natural milk products nes,Export,1419067
Japan,2012,Butter and other fats and oils derived from milk,Import,37898123
Japan,2012,Butter and other fats and oils derived from milk,Export,25231
Japan,2012,"Cheese, grated or powdered, of all kinds",Import,63783053
Japan,2012,"Cheese, grated or powdered, of all kinds",Export,279521
Japan,2012,"Cheese processed, not grated or powdered",Import,57102181
Japan,2012,"Cheese processed, not grated or powdered",Export,2754135
Japan,2012,"Cheese, blue-veined",Import,11772634
Japan,2012,"Cheese, blue-veined",Export,6089
Japan,2012,"Cheese except fresh, grated, processed or blue-veined",Import,627472186
Japan,2012,"Cheese except fresh, grated, processed or blue-veined",Export,755843
Japan,2012,Egg yolks dried,Import,11903405
Japan,2012,Egg yolks dried,Export,23778
Japan,2012,Egg yolks except dried,Import,23958612
Japan,2012,Egg yolks except dried,Export,140274
Japan,2012,"Eggs, bird, not in shell, dried",Import,21676282
Japan,2012,"Eggs, bird, not in shell, dried",Export,417528
Japan,2012,"Eggs, bird, not in shell not dried",Import,12949867
Japan,2012,"Eggs, bird, not in shell not dried",Export,37358
Japan,2011,Milk not concentrated nor sweetened < 1% fat,Import,11378
Japan,2011,Milk not concentrated nor sweetened 1-6% fat,Import,19617
Japan,2011,Milk not concentrated nor sweetened 1-6% fat,Export,4486147
Japan,2011,Milk and cream not concentrated nor sweetened < 6% fa,Import,153541
Japan,2011,Milk and cream not concentrated nor sweetened < 6% fa,Export,68583
Japan,2011,Milk powder < 1.5% fat,Import,91158146
Japan,2011,Milk powder < 1.5% fat,Export,1050906
Japan,2011,Milk and cream powder unsweetened < 1.5% fat,Import,1855607
Japan,2011,Milk and cream powder unsweetened < 1.5% fat,Export,2235425
Japan,2011,Milk and cream powder sweetened < 1.5% fat,Import,122572
Japan,2011,Milk and cream powder sweetened < 1.5% fat,Export,6250706
Japan,2011,"Milk and cream unsweetened, concentrated",Import,8374457
Japan,2011,"Milk and cream unsweetened, concentrated",Export,21777
Japan,2011,Yogurt,Import,841488
Japan,2011,Yogurt,Export,41344
Japan,2011,"Buttermilk, curdled milk, cream, kephir, etc.",Import,91427
Japan,2011,"Buttermilk, curdled milk, cream, kephir, etc.",Export,61362
Japan,2011,Whey,Import,102754785
Japan,2011,Whey,Export,53576
Japan,2011,Natural milk products nes,Import,34841610
Japan,2011,Natural milk products nes,Export,14041
Japan,2011,Butter and other fats and oils derived from milk,Import,92999863
Japan,2011,Butter and other fats and oils derived from milk,Export,15560
Japan,2011,"Cheese, grated or powdered, of all kinds",Import,66185942
Japan,2011,"Cheese, grated or powdered, of all kinds",Export,312852
Japan,2011,"Cheese processed, not grated or powdered",Import,58917181
Japan,2011,"Cheese processed, not grated or powdered",Export,2669946
Japan,2011,"Cheese, blue-veined",Import,10539194
Japan,2011,"Cheese except fresh, grated, processed or blue-veined",Import,620926981
Japan,2011,"Cheese except fresh, grated, processed or blue-veined",Export,596630
Japan,2011,Egg yolks dried,Import,11964117
Japan,2011,Egg yolks except dried,Import,28255722
Japan,2011,Egg yolks except dried,Export,301474
Japan,2011,"Eggs, bird, not in shell, dried",Import,23481901
Japan,2011,"Eggs, bird, not in shell, dried",Export,181437
Japan,2011,"Eggs, bird, not in shell not dried",Import,13859773
Netherlands,2016,Milk not concentrated nor sweetened < 1% fat,Import,132825708
Netherlands,2016,Milk not concentrated nor sweetened < 1% fat,Export,163644173
Netherlands,2016,Milk not concentrated nor sweetened 1-6% fat,Import,280149206
Netherlands,2016,Milk not concentrated nor sweetened 1-6% fat,Export,243762396
Netherlands,2016,Milk and cream not concentrated nor sweetened < 6% fa,Import,92715446
Netherlands,2016,Milk and cream not concentrated nor sweetened < 6% fa,Export,252178847
Netherlands,2016,Milk powder < 1.5% fat,Import,250244401
Netherlands,2016,Milk powder < 1.5% fat,Export,216416465
Netherlands,2016,Milk and cream powder unsweetened < 1.5% fat,Import,99309002
Netherlands,2016,Milk and cream powder unsweetened < 1.5% fat,Export,566458965
Netherlands,2016,Milk and cream powder sweetened < 1.5% fat,Import,18404150
Netherlands,2016,Milk and cream powder sweetened < 1.5% fat,Export,53543476
Netherlands,2016,"Milk and cream unsweetened, concentrated",Import,98057266
Netherlands,2016,"Milk and cream unsweetened, concentrated",Export,283292828
Netherlands,2016,Yogurt,Import,113121048
Netherlands,2016,Yogurt,Export,44831552
Netherlands,2016,"Buttermilk, curdled milk, cream, kephir, etc.",Import,98002600
Netherlands,2016,"Buttermilk, curdled milk, cream, kephir, etc.",Export,86091339
Netherlands,2016,Whey,Import,411861883
Netherlands,2016,Whey,Export,201924531
Netherlands,2016,Natural milk products nes,Import,16455883
Netherlands,2016,Natural milk products nes,Export,115664100
Netherlands,2016,Butter and other fats and oils derived from milk,Import,466504821
Netherlands,2016,Butter and other fats and oils derived from milk,Export,1181048349
Netherlands,2016,"Cheese, grated or powdered, of all kinds",Import,116285346
Netherlands,2016,"Cheese, grated or powdered, of all kinds",Export,363905249
Netherlands,2016,"Cheese processed, not grated or powdered",Import,54455061
Netherlands,2016,"Cheese processed, not grated or powdered",Export,57816290
Netherlands,2016,"Cheese, blue-veined",Import,50834803
Netherlands,2016,"Cheese, blue-veined",Export,10875264
Netherlands,2016,"Cheese except fresh, grated, processed or blue-veined",Import,729635160
Netherlands,2016,"Cheese except fresh, grated, processed or blue-veined",Export,2940896636
Netherlands,2016,Egg yolks dried,Import,2657027
Netherlands,2016,Egg yolks dried,Export,21660575
Netherlands,2016,Egg yolks except dried,Import,29331967
Netherlands,2016,Egg yolks except dried,Export,72410258
Netherlands,2016,"Eggs, bird, not in shell, dried",Import,12251206
Netherlands,2016,"Eggs, bird, not in shell, dried",Export,38015667
Netherlands,2016,"Eggs, bird, not in shell not dried",Import,13801868
Netherlands,2016,"Eggs, bird, not in shell not dried",Export,154413518
Netherlands,2015,Milk not concentrated nor sweetened < 1% fat,Import,105277001
Netherlands,2015,Milk not concentrated nor sweetened < 1% fat,Export,54280575
Netherlands,2015,Milk not concentrated nor sweetened 1-6% fat,Import,252948977
Netherlands,2015,Milk not concentrated nor sweetened 1-6% fat,Export,212704499
Netherlands,2015,Milk and cream not concentrated nor sweetened < 6% fa,Import,76926166
Netherlands,2015,Milk and cream not concentrated nor sweetened < 6% fa,Export,285026647
Netherlands,2015,Milk powder < 1.5% fat,Import,227784204
Netherlands,2015,Milk powder < 1.5% fat,Export,245318326
Netherlands,2015,Milk and cream powder unsweetened < 1.5% fat,Import,99990636
Netherlands,2015,Milk and cream powder unsweetened < 1.5% fat,Export,527349464
Netherlands,2015,Milk and cream powder sweetened < 1.5% fat,Import,41958413
Netherlands,2015,Milk and cream powder sweetened < 1.5% fat,Export,50906831
Netherlands,2015,"Milk and cream unsweetened, concentrated",Import,122427038
Netherlands,2015,"Milk and cream unsweetened, concentrated",Export,378847858
Netherlands,2015,Yogurt,Import,101806579
Netherlands,2015,Yogurt,Export,35331862
Netherlands,2015,"Buttermilk, curdled milk, cream, kephir, etc.",Import,98878641
Netherlands,2015,"Buttermilk, curdled milk, cream, kephir, etc.",Export,98744104
Netherlands,2015,Whey,Import,438981202
Netherlands,2015,Whey,Export,245611665
Netherlands,2015,Natural milk products nes,Import,15797301
Netherlands,2015,Natural milk products nes,Export,102464433
Netherlands,2015,Butter and other fats and oils derived from milk,Import,453739268
Netherlands,2015,Butter and other fats and oils derived from milk,Export,996094472
Netherlands,2015,"Cheese, grated or powdered, of all kinds",Import,141884026
Netherlands,2015,"Cheese, grated or powdered, of all kinds",Export,279266494
Netherlands,2015,"Cheese processed, not grated or powdered",Import,43340750
Netherlands,2015,"Cheese processed, not grated or powdered",Export,48970736
Netherlands,2015,"Cheese, blue-veined",Import,40604985
Netherlands,2015,"Cheese, blue-veined",Export,9643711
Netherlands,2015,"Cheese except fresh, grated, processed or blue-veined",Import,737809947
Netherlands,2015,"Cheese except fresh, grated, processed or blue-veined",Export,2991866690
Netherlands,2015,Egg yolks dried,Import,3566947
Netherlands,2015,Egg yolks dried,Export,21216983
Netherlands,2015,Egg yolks except dried,Import,18622577
Netherlands,2015,Egg yolks except dried,Export,58270768
Netherlands,2015,"Eggs, bird, not in shell, dried",Import,5137913
Netherlands,2015,"Eggs, bird, not in shell, dried",Export,41351449
Netherlands,2015,"Eggs, bird, not in shell not dried",Import,26415032
Netherlands,2015,"Eggs, bird, not in shell not dried",Export,134996862
Netherlands,2014,Milk not concentrated nor sweetened < 1% fat,Import,57911940
Netherlands,2014,Milk not concentrated nor sweetened < 1% fat,Export,38254206
Netherlands,2014,Milk not concentrated nor sweetened 1-6% fat,Import,332693140
Netherlands,2014,Milk not concentrated nor sweetened 1-6% fat,Export,288118580
Netherlands,2014,Milk and cream not concentrated nor sweetened < 6% fa,Import,153201174
Netherlands,2014,Milk and cream not concentrated nor sweetened < 6% fa,Export,390683222
Netherlands,2014,Milk powder < 1.5% fat,Import,325589662
Netherlands,2014,Milk powder < 1.5% fat,Export,400408115
Netherlands,2014,Milk and cream powder unsweetened < 1.5% fat,Import,128457207
Netherlands,2014,Milk and cream powder unsweetened < 1.5% fat,Export,764649705
Netherlands,2014,Milk and cream powder sweetened < 1.5% fat,Import,62856620
Netherlands,2014,Milk and cream powder sweetened < 1.5% fat,Export,56605030
Netherlands,2014,"Milk and cream unsweetened, concentrated",Import,118028387
Netherlands,2014,"Milk and cream unsweetened, concentrated",Export,493749107
Netherlands,2014,Yogurt,Import,113852542
Netherlands,2014,Yogurt,Export,30076208
Netherlands,2014,"Buttermilk, curdled milk, cream, kephir, etc.",Import,123265389
Netherlands,2014,"Buttermilk, curdled milk, cream, kephir, etc.",Export,124995289
Netherlands,2014,Whey,Import,726494189
Netherlands,2014,Whey,Export,370441729
Netherlands,2014,Natural milk products nes,Import,19709364
Netherlands,2014,Natural milk products nes,Export,191644605
Netherlands,2014,Butter and other fats and oils derived from milk,Import,534312782
Netherlands,2014,Butter and other fats and oils derived from milk,Export,1188559962
Netherlands,2014,"Cheese, grated or powdered, of all kinds",Import,244107452
Netherlands,2014,"Cheese, grated or powdered, of all kinds",Export,322369535
Netherlands,2014,"Cheese processed, not grated or powdered",Import,47180108
Netherlands,2014,"Cheese processed, not grated or powdered",Export,52391738
Netherlands,2014,"Cheese, blue-veined",Import,46348693
Netherlands,2014,"Cheese, blue-veined",Export,13898338
Netherlands,2014,"Cheese except fresh, grated, processed or blue-veined",Import,826382423
Netherlands,2014,"Cheese except fresh, grated, processed or blue-veined",Export,3995910632
Netherlands,2014,Egg yolks dried,Import,2895753
Netherlands,2014,Egg yolks dried,Export,15208607
Netherlands,2014,Egg yolks except dried,Import,10534012
Netherlands,2014,Egg yolks except dried,Export,73826229
Netherlands,2014,"Eggs, bird, not in shell, dried",Import,3755927
Netherlands,2014,"Eggs, bird, not in shell, dried",Export,35243817
Netherlands,2014,"Eggs, bird, not in shell not dried",Import,32450228
Netherlands,2014,"Eggs, bird, not in shell not dried",Export,174434500
Netherlands,2013,Milk not concentrated nor sweetened < 1% fat,Import,72467793
Netherlands,2013,Milk not concentrated nor sweetened < 1% fat,Export,10495129
Netherlands,2013,Milk not concentrated nor sweetened 1-6% fat,Import,323117192
Netherlands,2013,Milk not concentrated nor sweetened 1-6% fat,Export,267575178
Netherlands,2013,Milk and cream not concentrated nor sweetened < 6% fa,Import,139082830
Netherlands,2013,Milk and cream not concentrated nor sweetened < 6% fa,Export,389783020
Netherlands,2013,Milk powder < 1.5% fat,Import,328298788
Netherlands,2013,Milk powder < 1.5% fat,Export,385384907
Netherlands,2013,Milk and cream powder unsweetened < 1.5% fat,Import,147770697
Netherlands,2013,Milk and cream powder unsweetened < 1.5% fat,Export,787769793
Netherlands,2013,Milk and cream powder sweetened < 1.5% fat,Import,58816404
Netherlands,2013,Milk and cream powder sweetened < 1.5% fat,Export,41171962
Netherlands,2013,"Milk and cream unsweetened, concentrated",Import,148095570
Netherlands,2013,"Milk and cream unsweetened, concentrated",Export,477536170
Netherlands,2013,Yogurt,Import,110370512
Netherlands,2013,Yogurt,Export,21644741
Netherlands,2013,"Buttermilk, curdled milk, cream, kephir, etc.",Import,137800584
Netherlands,2013,"Buttermilk, curdled milk, cream, kephir, etc.",Export,130221280
Netherlands,2013,Whey,Export,435853521
Netherlands,2013,Whey,Import,768619615
Netherlands,2013,Natural milk products nes,Import,18907182
Netherlands,2013,Natural milk products nes,Export,158034729
Netherlands,2013,Butter and other fats and oils derived from milk,Import,455238896
Netherlands,2013,Butter and other fats and oils derived from milk,Export,1231992748
Netherlands,2013,"Cheese, grated or powdered, of all kinds",Import,226005124
Netherlands,2013,"Cheese, grated or powdered, of all kinds",Export,316515680
Netherlands,2013,"Cheese processed, not grated or powdered",Import,54311062
Netherlands,2013,"Cheese processed, not grated or powdered",Export,52923796
Netherlands,2013,"Cheese, blue-veined",Import,45691555
Netherlands,2013,"Cheese, blue-veined",Export,10976986
Netherlands,2013,"Cheese except fresh, grated, processed or blue-veined",Import,897364756
Netherlands,2013,"Cheese except fresh, grated, processed or blue-veined",Export,3955142569
Netherlands,2013,Egg yolks dried,Export,19245415
Netherlands,2013,Egg yolks dried,Import,2622219
Netherlands,2013,Egg yolks except dried,Import,10026923
Netherlands,2013,Egg yolks except dried,Export,92249316
Netherlands,2013,"Eggs, bird, not in shell, dried",Import,9015533
Netherlands,2013,"Eggs, bird, not in shell, dried",Export,36391310
Netherlands,2013,"Eggs, bird, not in shell not dried",Import,29797588
Netherlands,2013,"Eggs, bird, not in shell not dried",Export,200703214
Netherlands,2012,Milk not concentrated nor sweetened < 1% fat,Import,79677500
